event_quantile,threshold,obs_slope,obs_pvalue,obs_r2
0.85,0.09760014435221939,0.7598814229248798,1.5797696684472426e-05,0.5963801352179952
0.9,0.11234211476001446,0.5118577075098679,8.065590801710707e-05,0.5308385034185845
0.95,0.1421869361241429,0.3517786561264739,3.0854800556354524e-05,0.5705950151275011
