feature,high_failure_mean,low_failure_mean,difference_high_minus_low,ttest_pvalue
road_density_2024,0.01838388914609929,0.010732916197424893,0.007650972948674397,1.7091803446935293e-75
built_surface_fraction_2020,0.2249512178142709,0.1675843206047959,0.05736689720947502,5.365840128097088e-72
mean_building_height_2020,7.998707094977305,6.2092989137396275,1.7894081812376772,1.777166986848397e-55
high_green_fraction_2020,1.87702605481932e-05,3.359856970075022e-05,-1.4828309152557017e-05,2.882760140216334e-41
green_cover_mean_2020,0.40050272705531914,0.4528122792160229,-0.052309552160703765,3.9306782345414815e-22
lcz_natural_share_2025,17.34353617021277,23.638087267525037,-6.294551097312269,3.5094650046012967e-19
lcz_compact_share_2025,9.5020609929078,7.224961373390557,2.2770996195172435,3.2168708324407385e-06
canopy_height_mean_2020,10.845267194958867,10.034927959904147,0.8103392350547196,7.964146280473038e-05
