uc_id,veg_group,high_green,population_2025,un_sdg_reg,wb_income,mean_ring_veg,z_ring_green_support,n_valid_intervals,median_true_night_t2m_c,median_true_night_wetbulb_c,true_night_heat_share,n_source_intervals,valid_core_ring_fraction,log_population,n_mld,mean_gradient_mld,loss_probability_mld,n_dhd,mean_gradient_dhd,loss_probability_dhd,n_extreme_dhd,mean_gradient_extreme_dhd,loss_probability_extreme_dhd,mean_t2m_c,mean_vpd_kpa,mean_rzsm,mean_log1p_pr_sum
10037,low_veg,0,95968.47175,Eastern and South-Eastern Asia,Upper Middle,860.5973534971645,-0.14886344893930878,918,14.693144000018094,12.96901159773384,0.10457516339869281,1058,0.8676748582230623,11.47177499723772,137.0,-0.37833226201590253,0.45255474452554745,41.0,0.3305328112152831,0.7073170731707317,45.0,0.22869617590844402,0.6888888888888889,17.65485403037418,0.5687064985992938,0.4180796774345948,0.018225664735353704
10039,low_veg,0,75848.29368,Eastern and South-Eastern Asia,Upper Middle,727.6625708884688,-0.5631792006825191,794,16.442702310735598,14.274698979818945,0.10579345088161209,1058,0.7504725897920604,11.236490488544733,124.0,0.0896141244024763,0.5,41.0,-0.19848719295822423,0.36585365853658536,47.0,-0.5303891343447042,0.2765957446808511,18.88771090504505,0.5393604061316049,0.349601357645709,0.029783229811767675
10041,high_veg,1,480290.4264,Eastern and South-Eastern Asia,Upper Middle,980.3081285444234,0.22423724586878643,926,15.697837513168423,13.859806368092318,0.1079913606911447,1058,0.8752362948960303,13.082146254912098,135.0,-0.31280708642029514,0.45185185185185184,36.0,0.05701823619199869,0.6666666666666666,48.0,0.451591293125213,0.6875,17.7013236553678,0.5762114238748263,0.3511797763149018,0.017833549822387468
10043,high_veg,1,123555.7913,Eastern and South-Eastern Asia,Upper Middle,902.804347826087,-0.017317571772732868,1040,12.729969326142339,9.937863556231312,0.1,1058,0.9829867674858223,11.724448084458222,155.0,-0.20691313877818887,0.432258064516129,64.0,0.12862314501652536,0.453125,43.0,0.2620315475217607,0.6046511627906976,15.131001606523713,0.6458010333063123,0.21152183289134158,0.010641580871371892
10049,low_veg,0,133831.5878,Eastern and South-Eastern Asia,Upper Middle,814.1030245746692,-0.29377159458259683,1038,10.503291659488895,7.766015189836131,0.09730250481695568,1058,0.9810964083175804,11.804337481025502,137.0,-0.2889818720507584,0.3722627737226277,49.0,0.193990731809856,0.6326530612244898,35.0,0.2772913294286963,0.6,13.212319562704963,0.5753277316579954,0.2895831212315493,0.011413062133575416
1005,low_veg,0,65354.50611,Central and Southern Asia,Upper Middle,228.08506616257088,-2.1202045732953323,1041,14.580507466412996,9.828654478131703,0.10182516810758886,1058,0.9839319470699432,11.08758167015644,160.0,-0.18201514704507019,0.43125,46.0,-0.17048778684084462,0.30434782608695654,37.0,0.16828943508082242,0.5405405405405406,17.526451785455777,1.486498427679022,0.17992416734207706,0.004512632024855908
10050,high_veg,1,192842.2811,Central and Southern Asia,Lower Middle,968.8034026465028,0.1883806471257216,756,24.600234325408962,22.736971788407693,0.11375661375661375,1058,0.7145557655954632,12.169627937426988,126.0,-0.02254048503318485,0.5317460317460317,53.0,-0.03545287926071493,0.5471698113207547,50.0,-0.029816055055717498,0.52,27.92695617976248,1.2975405805110025,0.31498086168545175,0.014228166785789653
10051,high_veg,1,334148.2745,Eastern and South-Eastern Asia,Upper Middle,1104.3846880907372,0.6109447127434456,1017,13.21014714039552,10.397048130496927,0.10324483775811209,1058,0.9612476370510397,12.719340109077313,148.0,-0.42337555330237575,0.24324324324324326,60.0,0.6242111904039931,0.8,40.0,0.3071871843678176,0.575,15.664813505915667,0.6762658908019465,0.26730927564400453,0.011086927270412274
10052,high_veg,1,181456.603,Central and Southern Asia,Lower Middle,926.3317580340264,0.056009938571694194,758,24.86600399715155,23.134429334185555,0.11081794195250659,1058,0.7164461247637051,12.108771802169244,116.0,-0.0668602272076084,0.4051724137931034,42.0,0.20115030909225096,0.6190476190476191,54.0,-0.00909438822594383,0.5185185185185185,27.854626773601094,1.2009483550070887,0.2528742485851631,0.014693278769086014
10053,high_veg,1,508039.93,Eastern and South-Eastern Asia,Upper Middle,1074.694706994329,0.5184104143769365,1001,15.071918487548828,13.120174655962508,0.0999000999000999,1058,0.946124763705104,13.138315325833819,156.0,0.10669743875724806,0.5769230769230769,60.0,-0.49863549845178917,0.3,48.0,-0.24589970785175683,0.2916666666666667,17.480386399450083,0.6023110306890845,0.32243300313808093,0.0174923311172968
10056,low_veg,0,173771.6099,Central and Southern Asia,Lower Middle,760.7485822306238,-0.46006054811917835,903,22.066659011463173,17.201654914151423,0.11074197120708748,1058,0.8534971644612477,12.065497129218473,147.0,0.008787837971798284,0.5374149659863946,59.0,-0.10535290962204459,0.3559322033898305,34.0,-0.17296066087900328,0.38235294117647056,25.38564409450315,1.2939664609159862,0.2699003654858554,0.015687949581960074
1006,low_veg,0,261275.914,Central and Southern Asia,Lower Middle,528.9971644612476,-1.182356556631198,1054,11.684827848735637,6.945360413500008,0.10056925996204934,1058,0.996219281663516,12.47333226968642,130.0,-0.13592525672275899,0.34615384615384615,49.0,0.19304595901175128,0.7142857142857143,24.0,0.29668323902131616,0.75,14.762462486019253,1.3778700437245888,0.24495367439083238,0.0012992877756027282
10060,high_veg,1,305836.5848,Central and Southern Asia,Lower Middle,1104.3336483931946,0.6107856381187227,783,23.49893774800489,22.103995604387766,0.09323116219667944,1058,0.7400756143667296,12.630806201684877,120.0,-0.0011093746058503662,0.55,46.0,-0.055953475032960026,0.3695652173913043,39.0,-0.32313455636318933,0.2564102564102564,27.276248840445227,1.3213216316721004,0.2430152060268567,0.013063266117003876
10061,low_veg,0,193677.8218,Eastern and South-Eastern Asia,Upper Middle,661.7665406427221,-0.7685563245051446,819,20.735789142077465,18.90397307346311,0.08058608058608059,1058,0.774102079395085,12.173951345162909,109.0,-0.3129342982683945,0.3853211009174312,47.0,0.2305946361166613,0.5319148936170213,34.0,0.01673604117170387,0.5,22.514638006010554,0.5651504787830732,0.33508435496818906,0.02064012389511351
10063,low_veg,0,63463.7212,Eastern and South-Eastern Asia,Upper Middle,791.7249527410208,-0.36351698004437827,1033,11.569530296325695,8.664690219987275,0.10067763794772508,1058,0.9763705103969754,11.058223701930466,136.0,-0.24105950607431062,0.34558823529411764,51.0,0.19542881054638966,0.7058823529411765,40.0,0.07471847536538875,0.675,14.15871687974144,0.6228275975940759,0.2774565963562167,0.010961438630793234
10064,low_veg,0,168194.0346,Central and Southern Asia,Lower Middle,865.7930056710775,-0.13267024130780813,776,24.1368567466736,22.551354082433523,0.10438144329896908,1058,0.7334593572778828,12.032873559780276,107.0,0.03833623362093861,0.4953271028037383,46.0,-0.09235465084228531,0.4782608695652174,16.0,-0.05801256534407573,0.3125,27.98946238023642,1.3312414623474167,0.23955221238928726,0.01331057891284493
10067,low_veg,0,224673.4749,Eastern and South-Eastern Asia,Upper Middle,790.9839319470699,-0.36582650792924243,1038,1.891106599919965,-0.49859314686965606,0.09730250481695568,1058,0.9810964083175804,12.322403404476384,123.0,0.1133816487287971,0.5203252032520326,56.0,-0.02003312444289019,0.5357142857142857,27.0,0.09732154554414427,0.5555555555555556,3.5859878494092783,0.3779094941875928,0.3115679223212109,0.009572192229828939
10068,low_veg,0,354935.883,Central and Southern Asia,Lower Middle,895.3156899810964,-0.04065735421122323,881,22.19941278417059,17.875972764573387,0.11350737797956867,1058,0.832703213610586,12.779692440877769,165.0,-0.06058622890088913,0.4484848484848485,58.0,-0.1294188591430881,0.43103448275862066,42.0,-0.13072338855595408,0.42857142857142855,25.426971166198978,1.3835567017372028,0.2324962414305309,0.014856425348761422
10069,low_veg,0,319394.3383,Eastern and South-Eastern Asia,Upper Middle,632.8166351606806,-0.8587840408131738,1049,8.170772728553175,5.632774363869251,0.09914204003813155,1058,0.9914933837429112,12.6741817885571,126.0,-0.12185583376805802,0.4603174603174603,53.0,0.11659822346398928,0.5283018867924528,37.0,-0.0206001855523524,0.40540540540540543,10.445410972080461,0.4789796931145611,0.28467947724982884,0.00986172954051449
10071,low_veg,0,93744.60401,Eastern and South-Eastern Asia,Upper Middle,897.5378071833649,-0.03373171638301532,993,13.59687221233662,11.258452023714899,0.10171198388721048,1058,0.9385633270321361,11.44832938494951,150.0,-0.19016044550572025,0.43333333333333335,58.0,-0.007433963213857634,0.5862068965517241,53.0,0.0013126110879838175,0.5471698113207547,16.296316669779024,0.6028386416329146,0.311808924503723,0.014287257246240737
10072,low_veg,0,73565.01521,Central and Southern Asia,Lower Middle,785.4158790170133,-0.38318037115594245,715,25.27689151763917,23.67680042657333,0.11748251748251748,1058,0.6758034026465028,11.205924854887956,111.0,-0.1261145396532536,0.4594594594594595,41.0,-0.3072071415158055,0.34146341463414637,48.0,0.028372542240074534,0.5625,27.99691185600894,1.2001156825638437,0.25918348648297235,0.01439382888466693
10073,high_veg,1,961427.8535,Eastern and South-Eastern Asia,Upper Middle,1159.7381852551985,0.7834640890816686,1053,11.141610240296245,8.263383073615643,0.09876543209876543,1058,0.995274102079395,13.776174805834263,149.0,-0.3557556334429172,0.2953020134228188,56.0,0.3535454675646776,0.7678571428571429,36.0,0.21439914466829044,0.6944444444444444,13.90732817547831,0.7017399116649352,0.24453869758382124,0.009548320967319715
10074,low_veg,0,1528592.487,Central and Southern Asia,Lower Middle,866.9517958412098,-0.12905865816132467,816,22.380000471817823,17.303689616291255,0.12377450980392157,1058,0.7712665406427222,14.239857926823982,134.0,0.12869087377638108,0.6044776119402985,58.0,-0.09474154809710024,0.27586206896551724,45.0,-0.2887734697619104,0.35555555555555557,26.406679769196078,1.551455974504767,0.2833498401795801,0.019560986415593975
