low_water_support,high_ventilation_obstruction,mean_p_failure,n_cities,mean_ahe_night_wm2,mean_water_support_ratio,mean_obstruction_index
False,False,0.40337883332313157,659,4.516598300766674,0.6751526087807728,-2.7620501656340624
False,True,0.5085667021150893,725,9.923217477192297,0.6517061933627354,2.6743093256649515
True,False,0.5350813304200048,725,4.878074783018089,0.29457205395230784,-1.9275949748581298
True,True,0.5769230769230769,659,8.56604249764665,0.26138533832114613,1.9372836906196496
