uc_id,share_intervals_sync_positive_burden_q95,mean_tb_night_anom_during_sync_positive_q95,total_weighted_burden_q95,n_sync_positive_intervals_q95,mean_t2m_c,mean_ring_veg,country,wb_income,un_sdg_reg,population_2025,developing_economy,baseline_heat_tertile,baseline_veg_tertile
2026,0.03213610586011342,2.2051210778281236,4205583.494941304,34,8.831472076934263,932.2410207939508,United Kingdom,High income,Europe,56093.80521,0,cooler,lower_veg
2030,0.035916824196597356,2.7621522758607613,23494011.928740602,38,12.613237405215651,1332.4640831758034,France,High income,Europe,223833.9563,0,cooler,higher_veg
2033,0.03780718336483932,2.7195613593233197,22496003.43085255,40,11.017939768570566,1264.9404536862003,Netherlands,High income,Europe,206798.0867,0,cooler,higher_veg
2034,0.034026465028355386,3.415970037632792,33100424.264821522,36,10.699707104277145,1199.2088846880908,Germany,High income,Europe,269164.0206,0,cooler,higher_veg
2038,0.01984877126654064,0.8713179238659384,3197039.8831732594,21,22.879422430820888,1000.8979206049149,Cameroon,Lower Middle,Sub-Saharan Africa,174723.8181,1,hotter,lower_veg
2043,0.026465028355387523,2.412563652081643,4443933.771701775,28,10.380745145484505,1073.397920604915,Romania,High income,Europe,65785.58882,0,cooler,middle
2044,0.03213610586011342,2.789004054204426,33738110.27921277,34,9.153147696186556,1018.5718336483932,Ukraine,Lower Middle,Europe,355789.1426,1,cooler,middle
2050,0.038752362948960305,1.275818503438756,5857837.687851568,41,21.528261016792847,1178.568998109641,Egypt,Lower Middle,Northern Africa and Western Asia,111986.2187,1,hotter,higher_veg
2053,0.03497164461247637,0.7759666740244674,28064066.63220106,37,23.042098185939533,943.6814744801512,Tanzania,Lower Middle,Sub-Saharan Africa,977475.3385,1,hotter,lower_veg
2054,0.022684310018903593,0.9467565060283833,1285232.3970826142,24,21.774428749111205,913.1020793950851,Uganda,Low income,Sub-Saharan Africa,56562.95947,1,hotter,lower_veg
2058,0.03213610586011342,1.2572223409323682,3297432.6327688484,34,17.86874247680968,1006.7249527410208,Kenya,Lower Middle,Sub-Saharan Africa,77140.93965,1,middle,middle
206,0.03213610586011342,0.984287861589777,3240564.574531565,34,24.076246972014978,1133.5926275992438,Jamaica,Upper Middle,Latin America and the Caribbean,96832.16313,1,hotter,middle
2075,0.01984877126654064,1.363921050532705,2524294.3059506845,21,25.186326710853045,933.6105860113422,Bangladesh,Lower Middle,Central and Southern Asia,88131.56063,1,hotter,lower_veg
2082,0.035916824196597356,2.6373567644284885,69267884.23565148,38,12.31178448937067,1216.1389413988659,South Korea,High income,Eastern and South-Eastern Asia,691161.3489,0,cooler,higher_veg
2084,0.03213610586011342,2.1970523925010577,4909549.154336563,34,15.786837009174581,1058.038752362949,Japan,High income,Eastern and South-Eastern Asia,65723.74197,0,middle,middle
2086,0.024574669187145556,1.7279413412059317,2576814.7007467835,26,16.670870588166828,1277.9896030245748,Australia,High income,Australia and New Zealand,57356.26283,0,middle,higher_veg
2087,0.027410207939508508,1.6668648224550284,7126917.966630596,29,14.694493893611076,1438.8941398865784,United States,High income,Northern America,147435.946,0,middle,higher_veg
2089,0.03213610586011342,1.1992601022820029,118272279.71921612,34,18.867724968738518,2033.6871455576559,Guatemala,Upper Middle,Latin America and the Caribbean,2900618.853,1,middle,higher_veg
2097,0.026465028355387523,1.4213369952059371,2461812.5964910113,28,15.474419517132521,1161.289224952741,Chile,High income,Latin America and the Caribbean,61858.57312,0,middle,higher_veg
2106,0.038752362948960305,2.064536480549124,4904269.258396285,41,10.384569105954787,1084.0642722117202,United Kingdom,High income,Europe,57938.58549,0,cooler,middle
2110,0.04253308128544423,2.3500626349350267,32699871.585605882,45,11.283559707390992,1326.2155009451797,France,High income,Europe,309210.4024,0,cooler,higher_veg
2113,0.03780718336483932,2.7610271928282186,6000332.11622184,40,10.782257582815364,897.9943289224952,Netherlands,High income,Europe,54330.61409,0,cooler,lower_veg
2114,0.035916824196597356,3.282629264225875,7595075.917491377,38,10.44283805623625,1083.0340264650283,Germany,High income,Europe,60887.29576,0,cooler,middle
2116,0.036862003780718335,1.850444613929282,3666405.292606776,39,14.054390625442652,1081.8553875236296,Italy,High income,Europe,50804.2183,0,cooler,middle
2119,0.0330812854442344,3.4647203652702223,7661035.781626357,35,9.815634515737383,1015.3657844990548,Poland,High income,Europe,63175.87382,0,cooler,middle
2123,0.03213610586011342,2.4787602169038707,5931328.985468116,34,8.685346610003798,1020.5047258979206,Romania,High income,Europe,70378.26867,0,cooler,middle
2125,0.03213610586011342,2.8812193079186,252270256.59144703,34,9.230729632956866,1352.264650283554,Ukraine,Lower Middle,Europe,2575199.121,1,cooler,higher_veg
2126,0.034026465028355386,1.5974873250812807,18289697.038362604,36,14.473618353861797,1169.3081285444234,Turkey,Upper Middle,Northern Africa and Western Asia,318028.902,1,middle,higher_veg
213,0.031190926275992438,0.9937968518741307,24548387.155032337,33,25.914487869598993,928.3506616257089,Puerto Rico,High income,Latin America and the Caribbean,748533.7858,0,hotter,lower_veg
2130,0.03497164461247637,1.2400912046835253,25670340.587475948,37,21.07275144935625,1323.968809073724,Zambia,Lower Middle,Sub-Saharan Africa,559469.3247,1,hotter,higher_veg
2134,0.024574669187145556,1.2575078762375218,8035125.344344179,26,21.926290664915083,1195.0245746691871,Uganda,Low income,Sub-Saharan Africa,245758.5263,1,hotter,higher_veg
2138,0.02930056710775047,1.329916191831095,2733862.3109809877,31,15.664340518483797,1107.7211720226844,Kenya,Lower Middle,Sub-Saharan Africa,66311.77765,1,middle,middle
2155,0.022684310018903593,1.3347853315840412,25805985.46421876,24,25.3946493421709,1176.7060491493385,Bangladesh,Lower Middle,Central and Southern Asia,805559.7922,1,hotter,higher_veg
2162,0.031190926275992438,2.620523381496832,8495673.37584824,33,11.73849703532373,1067.7551984877127,South Korea,High income,Eastern and South-Eastern Asia,98241.69079,0,cooler,middle
2164,0.030245746691871456,1.9913615326669005,5310749.241365965,32,14.793190127258992,1066.6209829867676,Japan,High income,Eastern and South-Eastern Asia,83340.42366,0,middle,middle
2166,0.02551984877126654,1.6241137915424761,4562434.0059002265,27,16.749512306028222,1409.819470699433,Australia,High income,Australia and New Zealand,104043.8411,0,middle,higher_veg
2167,0.03213610586011342,1.5846818408362953,7195659.640495049,34,14.588063310390396,1156.875236294896,United States,High income,Northern America,133551.7596,0,middle,higher_veg
217,0.02930056710775047,2.7256877835963476,99323893.42185241,31,23.037517673258794,1922.468809073724,Paraguay,Upper Middle,Latin America and the Caribbean,1175481.866,1,hotter,higher_veg
2172,0.011342155009451797,0.7254191661516289,1039956.579168697,12,20.021555994840597,916.9962192816636,Colombia,Upper Middle,Latin America and the Caribbean,119466.1684,1,middle,lower_veg
2178,0.0330812854442344,2.06668330574738,5116070.406234492,35,15.824511735215504,1251.1493383742911,Argentina,Upper Middle,Latin America and the Caribbean,70728.51451,1,middle,higher_veg
218,0.024574669187145556,2.9020429780980574,6201747.033839375,26,18.411358470592273,1231.7296786389413,Uruguay,High income,Latin America and the Caribbean,82193.38372,0,middle,higher_veg
2186,0.035916824196597356,1.9501218961813525,39287704.536644354,38,8.536598042279723,1128.1899810964082,United Kingdom,High income,Europe,530165.3007,0,cooler,middle
2192,0.03780718336483932,2.6134590276440433,8785464.419083118,40,10.756067118677791,968.3724007561436,Netherlands,High income,Europe,84040.57923,0,cooler,lower_veg
2193,0.0330812854442344,3.7291533019407543,7659508.440543898,35,8.961316637601291,967.3960302457467,Germany,High income,Europe,58684.3931,0,cooler,lower_veg
2195,0.03497164461247637,2.2172695127915594,19959049.756998397,37,12.82614000915935,1418.790170132325,Italy,High income,Europe,243287.4191,0,cooler,higher_veg
2202,0.03213610586011342,2.249385180315492,7569510.4725236185,34,10.411383001512347,942.4357277882798,Romania,High income,Europe,98974.89452,0,cooler,lower_veg
2203,0.0330812854442344,1.0216493380290534,5983238.2350507695,35,18.484348440981567,900.3412098298677,South Africa,Upper Middle,Sub-Saharan Africa,167327.142,1,middle,lower_veg
2204,0.030245746691871456,2.705628702201008,16020579.182298992,32,9.302562538271982,913.1313799621928,Ukraine,Lower Middle,Europe,185037.6214,1,cooler,lower_veg
2205,0.04158790170132325,1.363678282524642,5052907.243611686,44,17.990848891264875,920.0103969754254,Turkey,Upper Middle,Northern Africa and Western Asia,84212.53199,1,middle,lower_veg
2208,0.035916824196597356,1.1953561886405633,2343474.3568761335,38,21.652203243306115,948.0340264650283,Egypt,Lower Middle,Northern Africa and Western Asia,51591.63302,1,hotter,lower_veg
2212,0.03213610586011342,0.6454231535210204,1848178.8364300255,34,19.497570450833006,1062.7164461247637,Tanzania,Lower Middle,Sub-Saharan Africa,84221.02736,1,middle,middle
2213,0.01890359168241966,1.0225237733739776,3014599.019996691,20,22.17607493696117,1219.0491493383743,Uganda,Low income,Sub-Saharan Africa,147409.7277,1,hotter,higher_veg
2232,0.02551984877126654,1.251968042589425,9134449.950957138,27,23.964936275838966,1090.8100189035918,Nepal,Lower Middle,Central and Southern Asia,270224.9176,1,hotter,middle
2241,0.03780718336483932,2.4313327181199527,146291226.22582632,40,12.45920017003856,1467.5368620037807,South Korea,High income,Eastern and South-Eastern Asia,1504228.783,0,cooler,higher_veg
2245,0.026465028355387523,1.9843652679302257,5194154.94399063,28,16.829244936360475,1389.4111531190927,Australia,High income,Australia and New Zealand,93483.56208,0,middle,higher_veg
