uc_id,mean_tb_night_anom_DHD,mean_tb_night_anom_extreme_DHD,mean_tb_night_anom_moist_low_demand,mean_dT_night_anom_DHD,mean_dT_night_anom_extreme_DHD,mean_dT_night_anom_moist_low_demand,mean_tb_day_anom_DHD,mean_tb_day_anom_extreme_DHD,mean_tb_day_anom_moist_low_demand,n_rows_DHD,n_rows_extreme_DHD,n_rows_moist_low_demand,tb_penalty_DHD_minus_MLD,tb_penalty_extremeDHD_minus_MLD,mean_t2m_c,mean_ring_veg,country,wb_income,un_sdg_reg,population_2025,developing_economy,baseline_heat_tertile,baseline_veg_tertile
10052,0.24379752356987616,0.3251276761819415,-0.036954657016989634,-0.022989243184200363,-0.04747356866455174,0.014515255319847407,1.3148376290757204,2.245781224350443,-1.5652299323076062,56,64,195,0.2807521805868658,0.36208233319893113,27.854626773601094,926.3317580340265,India,Lower Middle,Central and Southern Asia,181456.603,1,hotter,lower_veg
10053,1.0118218736161222,1.689038602272759,-0.8846632826092642,-0.09469596289294022,-0.16418491180651235,0.10110735458364063,1.7209908624483745,2.2308504382421632,-1.9507701213079622,61,49,170,1.8964851562253864,2.5737018848820234,17.480386399450083,1074.694706994329,China,Upper Middle,Eastern and South-Eastern Asia,508039.93,1,middle,middle
10060,-0.01620131992042634,-0.27216533718419594,-0.10505036947687521,-0.01831438875689291,0.0031638629873041143,0.018402066655053395,1.0712587463104277,2.9336340021072425,-1.5168708180207,61,51,178,0.08884904955644887,-0.16711496770732073,27.276248840445227,1104.3336483931946,India,Lower Middle,Central and Southern Asia,305836.5848,1,hotter,middle
10073,1.5355561680401884,1.4551769093331073,-1.0017957690507515,-0.02268950483920349,0.06833042687816028,0.06949046596057165,1.8844732703005802,2.027164574264446,-1.7516498527430828,56,36,150,2.53735193709094,2.456972678383859,13.90732817547831,1159.7381852551985,China,Upper Middle,Eastern and South-Eastern Asia,961427.8535,1,cooler,higher_veg
10075,0.47114241753436,1.6485876290221086,-0.9709826687687477,-0.10389219510993068,-0.09994996430326666,0.08620995017496333,1.6701520654948738,2.180528167123713,-1.851642757079271,59,56,169,1.4421250863031077,2.6195702977908564,16.400147785597063,1015.3298676748582,China,Upper Middle,Eastern and South-Eastern Asia,154119.7036,1,middle,middle
10079,0.527474455749788,0.930695485511846,-1.0751391730307616,-0.25308701664566696,-0.30499309771767474,0.17062024251489907,1.4035500098435545,2.0372688721450722,-1.7126695375217316,55,44,140,1.6026136287805497,2.0058346585426077,15.010819563160801,906.9933837429112,China,Upper Middle,Eastern and South-Eastern Asia,200465.4255,1,middle,lower_veg
10091,1.215326887269145,0.988277833600184,-0.5162283500849348,-0.1299634492477027,-0.07095630353469841,0.06674575605040593,1.9155245769130265,2.497599177145488,-1.9262448614121725,58,49,161,1.7315552373540797,1.5045061836851188,15.902292761535284,1025.2126654064273,China,Upper Middle,Eastern and South-Eastern Asia,131797.6165,1,middle,middle
10093,1.4655014125347148,2.3353772483143063,-1.5929161063845838,-0.10401199173728563,-0.17374046861627782,0.09892915292574979,1.8246862178839105,2.638687135671429,-1.7818130265189775,44,52,171,3.0584175189192986,3.92829335469889,17.78729031641756,967.8809073724008,China,Upper Middle,Eastern and South-Eastern Asia,686965.3002,1,middle,lower_veg
10099,1.3689461452778784,1.2629631380036443,-0.9279510186101914,-0.23315480021661494,-0.1672759889473852,0.17951909536533417,2.180590430225726,2.1737006957144263,-2.3101690112461317,55,59,163,2.2968971638880697,2.190914156613836,16.225056721354438,1372.3553875236296,China,Upper Middle,Eastern and South-Eastern Asia,1026178.734,1,middle,higher_veg
101,0.7340705721828212,1.447788609967233,-0.779212578093658,-0.10424731624569977,-0.08284583955151721,0.10284443966695372,1.5160766074751502,2.4164342035558626,-1.1998090643221084,67,36,177,1.5132831502764792,2.227001188060891,15.635663215935292,1018.796786389414,Albania,Upper Middle,Europe,77144.26737,1,middle,middle
10101,1.263347608431936,1.7769956586217415,-1.6661606009759993,-0.11422280547118377,-0.12325357792894626,0.12097823748404682,1.8134631713601634,2.4856449781772336,-1.7630359126823685,59,50,174,2.929508209407935,3.4431562595977407,18.08141597028626,1052.7277882797732,China,Upper Middle,Eastern and South-Eastern Asia,830338.0973,1,middle,middle
10103,1.0590350336878673,0.5807238385122578,-0.8130409582342645,-0.1271546070461344,-0.23129154033825974,0.08359455469199291,1.783617295462034,2.175518335753666,-2.066104120928589,57,52,171,1.8720759919221317,1.3937647967465223,16.398443591361303,1005.1086956521739,China,Upper Middle,Eastern and South-Eastern Asia,95623.94674,1,middle,lower_veg
10106,0.2120438023412558,-0.2146252853538995,-0.273024561102991,-0.06058692132321002,-0.12296299692352204,0.04430583225226705,1.1764557937307047,1.2701850593163944,-1.143271699022034,65,47,194,0.4850683634442468,0.05839927574909151,24.859962410117998,992.695652173913,India,Lower Middle,Central and Southern Asia,358500.9629,1,hotter,lower_veg
10115,1.0068928801558612,0.7779581905808198,-0.97749296190466,-0.07324639736065058,-0.14842106907192598,0.11147379333440315,1.9325652565348084,2.7685564446817588,-2.249428413976004,58,55,170,1.9843858420605212,1.7554511524854797,16.31895026599419,1005.6833648393194,China,Upper Middle,Eastern and South-Eastern Asia,128555.0011,1,middle,lower_veg
10125,0.35666389390709957,0.9551398081584563,-1.023763419750243,-0.1354035642025766,-0.2556002709702063,0.07893542929564346,0.7518032892734926,2.413273584387138,-1.8711136301053335,55,41,140,1.3804273136573426,1.9789032279086993,14.630824788607839,1105.594517958412,China,Upper Middle,Eastern and South-Eastern Asia,444791.1128,1,middle,middle
10127,0.805278578994086,0.9425536538248412,-1.069722123643999,-0.18771220890044263,-0.18136633543884823,0.07597816451151809,2.1284003847893485,2.073078489775396,-2.0052579875544856,63,39,154,1.875000702638085,2.0122757774688402,15.556582723988788,1337.8081285444234,China,Upper Middle,Eastern and South-Eastern Asia,886633.6337,1,middle,higher_veg
10129,0.5529927192325077,0.7788310866808169,-0.8326223368950998,-0.05932309512025291,-0.10376308567739852,0.018554640871430068,1.6561888748325533,1.8887278688733686,-1.9843487127336834,53,39,149,1.3856150561276075,1.6114534235759166,15.432512684706843,964.4196597353497,China,Upper Middle,Eastern and South-Eastern Asia,136756.6948,1,middle,lower_veg
1013,0.8865879727715551,0.9227644539517845,-0.7467663518452402,0.06294903174990761,0.08726429264228751,-0.029374354316896546,1.7443697847556332,2.0504766210569145,-1.6545067985918407,72,46,165,1.6333543246167954,1.6695308057970246,14.796071790732473,1085.343100189036,India,Lower Middle,Central and Southern Asia,82748.30534,1,middle,middle
10131,1.2063017898096902,2.2849874212920103,-1.4048016132199845,-0.06694880066276736,-0.017661863192496116,0.11555525107279006,1.423234726026539,1.7483217761362038,-1.9801410249679516,59,48,174,2.6111034030296745,3.689789034511995,17.79271822598424,1525.8620037807184,China,Upper Middle,Eastern and South-Eastern Asia,8079484.041,1,middle,higher_veg
10132,0.041195955438697016,-0.07593929521590984,-0.021557086711213917,-0.05308769910003148,-0.04113061671453319,0.028168898856139726,1.5663172677744912,1.9315385825748352,-1.6269285113460819,68,53,210,0.06275304214991093,-0.05438220850469592,28.1772076561775,1047.0463137996219,India,Lower Middle,Central and Southern Asia,437548.5485,1,hotter,middle
