anomaly_threshold_c,outcome,n_pairs,matched_high_minus_low_dhd_mld_shift,std_error,bootstrap_ci95_low,bootstrap_ci95_high,p_value
0.0,onset_shift_dhd_minus_mld,1328,0.02192101981198331,0.005214420126983617,0.012072002747599857,0.03240932639785627,2.7989331480702732e-05
0.0,persistence_shift_dhd_minus_mld,1328,0.019640971725347012,0.005170654096350133,0.009844054286286735,0.03024713778870593,0.00015212876750884588
0.1,onset_shift_dhd_minus_mld,1327,0.019507243893970082,0.0048262453449381786,0.010294232703961272,0.028744050590117906,5.6066390664311944e-05
0.1,persistence_shift_dhd_minus_mld,1327,0.022489032295405078,0.00553671207223134,0.011589279799237656,0.03328544081492284,5.154907880008596e-05
0.25,onset_shift_dhd_minus_mld,1252,0.01476571092206681,0.004449508798956503,0.00597220738921352,0.02357072619423326,0.0009310486379332908
0.25,persistence_shift_dhd_minus_mld,1252,0.031283105835349684,0.005915643701043048,0.01936816964690068,0.04339485661430078,1.4567002031264478e-07
0.5,onset_shift_dhd_minus_mld,854,0.016435358225479684,0.004434468999713711,0.007616711788674863,0.025180782561947102,0.00022390038110363275
0.5,persistence_shift_dhd_minus_mld,854,0.032776642171201825,0.007357680592675276,0.018432646310032604,0.047867256105473675,9.516894688496944e-06
