high_uc_id,low_uc_id,un_sdg_reg,wb_income,population_quintile,night_temperature_tercile,soil_moisture_tercile,match_distance
5770,4475,Eastern and South-Eastern Asia,High income,3,0,2,1.2692184403748297
5811,2603,Eastern and South-Eastern Asia,High income,3,0,2,1.334724750716583
6076,6040,Eastern and South-Eastern Asia,High income,3,0,2,0.7415729635099974
3215,4660,Eastern and South-Eastern Asia,High income,3,1,2,0.6945451168520086
3487,4247,Eastern and South-Eastern Asia,High income,3,1,2,1.146482332785472
5831,4971,Eastern and South-Eastern Asia,High income,3,1,2,0.608806451309566
3324,3831,Eastern and South-Eastern Asia,High income,4,0,1,0.6574867710910581
2921,4323,Eastern and South-Eastern Asia,High income,4,0,2,0.9935888154896373
4874,4907,Eastern and South-Eastern Asia,High income,4,0,2,0.7858642841007171
3921,3920,Eastern and South-Eastern Asia,High income,4,1,1,2.1124647406044006
1142,178,Eastern and South-Eastern Asia,High income,4,2,2,3.011163549473337
1652,345,Eastern and South-Eastern Asia,High income,4,2,2,3.6145488421084617
906,4512,Eastern and South-Eastern Asia,High income,4,2,2,1.319226863102663
1654,4046,Eastern and South-Eastern Asia,Lower Middle,0,2,1,0.8302699422616437
908,3038,Eastern and South-Eastern Asia,Lower Middle,0,2,1,1.2677668438153529
1144,5638,Eastern and South-Eastern Asia,Lower Middle,1,2,0,1.4836661177236092
1558,3535,Eastern and South-Eastern Asia,Lower Middle,1,2,0,1.039300556422821
1253,2733,Eastern and South-Eastern Asia,Lower Middle,1,2,1,0.6489934833032077
2605,2085,Eastern and South-Eastern Asia,Lower Middle,1,2,1,0.44459718087454336
2539,3267,Eastern and South-Eastern Asia,Lower Middle,1,2,2,1.2399093762495845
5768,4283,Eastern and South-Eastern Asia,Lower Middle,1,2,2,1.6214706896798068
5946,6056,Eastern and South-Eastern Asia,Lower Middle,1,2,2,1.1490262761298524
342,1828,Eastern and South-Eastern Asia,Lower Middle,2,2,1,1.165789289019183
2922,4872,Eastern and South-Eastern Asia,Lower Middle,2,2,2,0.9966105246004443
1834,3155,Eastern and South-Eastern Asia,Lower Middle,3,2,1,1.1384847419166346
2797,3784,Eastern and South-Eastern Asia,Lower Middle,3,2,1,1.0760928425663439
5592,2317,Eastern and South-Eastern Asia,Lower Middle,3,2,2,0.8043802201349557
5849,3829,Eastern and South-Eastern Asia,Lower Middle,3,2,2,0.9434952438701005
5911,5473,Eastern and South-Eastern Asia,Lower Middle,3,2,2,1.731608228997099
2005,3874,Eastern and South-Eastern Asia,Lower Middle,4,2,1,1.169763682599196
3540,6092,Eastern and South-Eastern Asia,Lower Middle,4,2,1,1.0452026675327148
4621,5615,Eastern and South-Eastern Asia,Lower Middle,4,2,1,0.756720651642681
645,3436,Eastern and South-Eastern Asia,Lower Middle,4,2,1,1.2046227431766774
4839,5401,Eastern and South-Eastern Asia,Lower Middle,4,2,2,2.5301988678174707
5062,4698,Eastern and South-Eastern Asia,Lower Middle,4,2,2,2.809841048860592
5239,5294,Eastern and South-Eastern Asia,Lower Middle,4,2,2,3.412423449901852
10171,8578,Eastern and South-Eastern Asia,Upper Middle,0,0,1,0.9812766586433891
10313,8757,Eastern and South-Eastern Asia,Upper Middle,0,0,1,1.0237928399245768
7362,9639,Eastern and South-Eastern Asia,Upper Middle,0,0,1,1.459259724263893
7648,7036,Eastern and South-Eastern Asia,Upper Middle,0,0,1,0.5732720489120487
7704,10153,Eastern and South-Eastern Asia,Upper Middle,0,0,1,2.5177330430254248
8961,9997,Eastern and South-Eastern Asia,Upper Middle,0,0,1,0.5426495236349879
9471,9373,Eastern and South-Eastern Asia,Upper Middle,0,1,0,0.5451403276621526
9537,9523,Eastern and South-Eastern Asia,Upper Middle,0,1,0,0.34855671682989053
9587,9993,Eastern and South-Eastern Asia,Upper Middle,0,1,0,0.8244435220080027
9647,9889,Eastern and South-Eastern Asia,Upper Middle,0,1,0,0.5911147478027207
9705,9317,Eastern and South-Eastern Asia,Upper Middle,0,1,0,0.30003326152915855
10217,10939,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.6292688540133593
10319,11177,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.2768282679888895
10369,10727,Eastern and South-Eastern Asia,Upper Middle,0,1,1,1.8754080198399459
10581,10953,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.19944791918851917
10843,11201,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.19686179649054023
5945,11073,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.5584570465128852
7845,11025,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.4113784292815894
9223,10989,Eastern and South-Eastern Asia,Upper Middle,0,1,1,1.3139508770450559
9577,11241,Eastern and South-Eastern Asia,Upper Middle,0,1,1,1.0999034485564967
9925,10529,Eastern and South-Eastern Asia,Upper Middle,0,1,1,0.14724012929456284
10427,10617,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.9694352725865435
10475,10201,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.48066500523101263
10601,10677,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.36126485313227386
10743,11640,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.5319420206670366
10869,10759,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.5788458170550583
11071,10905,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.5109023558200347
11109,10451,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.9446351877745672
11141,10735,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.5409450016921795
11205,10365,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.8197351175919202
11301,10567,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.6479654454175336
11315,11583,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.6852274689784552
11447,11419,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.4852970933819694
11477,11662,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.46514988089935233
11495,11549,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.7990723649227942
11539,11634,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.592304336624009
11545,11569,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.7515058203769934
11565,11673,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.6023843761863102
11581,10379,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.7347976443476998
11611,11643,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.7103453397331699
5543,11679,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.9246665850149564
8145,11431,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.7609065610331024
8464,10355,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.7854510637486649
9651,11319,Eastern and South-Eastern Asia,Upper Middle,0,1,2,0.9028916724335603
7319,1826,Eastern and South-Eastern Asia,Upper Middle,0,2,0,1.9734875875870985
7895,7797,Eastern and South-Eastern Asia,Upper Middle,0,2,0,0.8592076356570454
3959,3782,Eastern and South-Eastern Asia,Upper Middle,0,2,1,0.7936222420679014
7373,7618,Eastern and South-Eastern Asia,Upper Middle,0,2,1,0.6421864757417083
7432,6164,Eastern and South-Eastern Asia,Upper Middle,0,2,1,0.8563737736187765
900,7594,Eastern and South-Eastern Asia,Upper Middle,0,2,1,1.3687786652273581
6860,2793,Eastern and South-Eastern Asia,Upper Middle,0,2,2,0.8962107248116095
6944,6665,Eastern and South-Eastern Asia,Upper Middle,0,2,2,1.1966234317533038
6985,3325,Eastern and South-Eastern Asia,Upper Middle,0,2,2,1.5704146460661494
7011,2726,Eastern and South-Eastern Asia,Upper Middle,0,2,2,0.47425761596379595
7024,7128,Eastern and South-Eastern Asia,Upper Middle,0,2,2,1.2005264306140726
7253,7642,Eastern and South-Eastern Asia,Upper Middle,0,2,2,1.4721369430063276
7548,8689,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.2612001828487896
8473,7680,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.5597463806943362
8775,8965,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.4121173671478288
9095,8979,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.6889281015913857
9441,9893,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.25613147122252505
9459,9225,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.30253922865816385
9507,9851,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.18237375518852422
9707,9887,Eastern and South-Eastern Asia,Upper Middle,1,0,0,0.5990395398051316
10647,10329,Eastern and South-Eastern Asia,Upper Middle,1,0,1,0.8686963556477515
6248,5519,Eastern and South-Eastern Asia,Upper Middle,1,0,1,1.9858628171174737
8193,5766,Eastern and South-Eastern Asia,Upper Middle,1,0,1,1.4994699541813914
8415,10431,Eastern and South-Eastern Asia,Upper Middle,1,0,1,0.9378098218047073
10195,9649,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.46893242842259253
9211,9213,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.8064803809503153
9333,10391,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.6720316627709696
9343,9209,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.1637385179100235
9365,9463,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.1565826531980131
9369,9245,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.23286819727967797
9379,9269,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.7896221612427774
9403,9491,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.44795027209585986
9433,9607,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.0373449697459929
9465,10893,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.8045449968647281
9493,9425,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.25785400510723605
9525,9337,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.652401280666611
9529,9473,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.1324901724058833
9539,9195,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.5827463159616219
9545,9381,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.39503473444985093
9563,9239,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.055144378760759
9581,9147,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.1534629355999488
9629,9181,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.6736696981862343
9631,9289,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.7253034825651612
9643,9307,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.7775435511743221
9679,9347,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.1091178822523038
9727,9549,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.3615081011161355
9785,9353,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.064079775133002
9817,9967,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.597137579324035
9847,10209,Eastern and South-Eastern Asia,Upper Middle,1,1,0,1.2582552041011776
9923,9695,Eastern and South-Eastern Asia,Upper Middle,1,1,0,0.5019446300454441
10509,11327,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.3371958736201251
10527,10669,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.5629211297743382
10557,10479,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.8720402743950753
10689,11305,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.5551765201174658
10711,10935,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.9123641957150426
10733,11085,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.676818385503361
10745,7485,Eastern and South-Eastern Asia,Upper Middle,1,1,1,1.1070795095288393
10841,10519,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.9033459668934578
11129,10149,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.6603024249311072
11163,11445,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.4532957431150769
11193,11161,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.7302362933938058
11421,10693,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.8062790014491514
11561,10983,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.7504578401329132
6649,11367,Eastern and South-Eastern Asia,Upper Middle,1,1,1,1.1507999724273645
9449,7010,Eastern and South-Eastern Asia,Upper Middle,1,1,1,1.7917631071437417
9527,10181,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.7864773940247024
9583,10071,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.7308013905777455
9875,11357,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.9255174469451657
9883,10977,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.466322114190473
9937,7740,Eastern and South-Eastern Asia,Upper Middle,1,1,1,1.5812113712369809
9973,10855,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.3795534230099035
9977,10339,Eastern and South-Eastern Asia,Upper Middle,1,1,1,0.5697198992290426
9989,6529,Eastern and South-Eastern Asia,Upper Middle,1,1,1,1.7873808074111932
10103,10825,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.6933970892513376
10271,10877,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.5586760320197328
10495,10257,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.6098693411488162
10513,10795,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.5309317123675159
10535,10899,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.5940355560102492
10623,11143,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.6067625339659952
10723,10185,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.2308690440314085
10997,10539,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.4942621785644421
11009,8739,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.7151013159610716
11017,11471,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.4119755780635964
11147,10309,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.4030221960563517
11171,11654,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.9823758411781783
11265,11657,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.49079291268138303
11299,8717,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.48144259706002046
11347,9917,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.6427374072473888
11401,10897,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.4027689392067408
11457,9895,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.6436659280210253
11461,11411,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.4965861153762815
11499,11681,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.7361481213778652
11509,9635,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.5662294938990606
11553,11664,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.7519928178252809
11601,9815,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.9026587053272066
11605,10777,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.6395737175297292
11609,8289,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.9757407055696573
11638,11649,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.4325726980805053
5343,10729,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.37752430372416235
5706,8116,Eastern and South-Eastern Asia,Upper Middle,1,1,2,1.7335475812054968
8301,8993,Eastern and South-Eastern Asia,Upper Middle,1,1,2,1.0852922686262534
8533,10037,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.8918683173693814
8765,9071,Eastern and South-Eastern Asia,Upper Middle,1,1,2,1.1701444673931114
9535,11375,Eastern and South-Eastern Asia,Upper Middle,1,1,2,1.0770807277425707
9567,11383,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.45852485341502974
9613,10197,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.41840000614200235
9659,11449,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.7984591485123739
9865,9789,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.48647402758423886
9957,11627,Eastern and South-Eastern Asia,Upper Middle,1,1,2,0.592416321289276
340,2662,Eastern and South-Eastern Asia,Upper Middle,1,2,0,1.2314260725493709
7341,7839,Eastern and South-Eastern Asia,Upper Middle,1,2,0,0.9806916259581082
3320,3916,Eastern and South-Eastern Asia,Upper Middle,1,2,1,0.5302337409837385
7330,7193,Eastern and South-Eastern Asia,Upper Middle,1,2,1,0.6954087142113785
1451,5061,Eastern and South-Eastern Asia,Upper Middle,1,2,2,1.8680643007947844
5727,6075,Eastern and South-Eastern Asia,Upper Middle,1,2,2,1.1844437994997905
7037,7720,Eastern and South-Eastern Asia,Upper Middle,1,2,2,1.383992550008307
7180,7634,Eastern and South-Eastern Asia,Upper Middle,1,2,2,1.487588513908341
7206,6972,Eastern and South-Eastern Asia,Upper Middle,1,2,2,0.9517061737933086
7824,9125,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.44330153462988897
9073,8913,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.6823728842789352
9105,9027,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.5094272164335697
9131,9599,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.8639549784411463
9395,8271,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.37474721846659975
9427,9561,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.17860035473149016
9501,8649,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.3155328811364164
9763,9393,Eastern and South-Eastern Asia,Upper Middle,2,0,0,0.5119991257240735
10333,10007,Eastern and South-Eastern Asia,Upper Middle,2,0,1,0.378146223441027
10345,10141,Eastern and South-Eastern Asia,Upper Middle,2,0,1,0.3089591553092003
10705,8751,Eastern and South-Eastern Asia,Upper Middle,2,0,1,0.5097965934654237
7566,10193,Eastern and South-Eastern Asia,Upper Middle,2,0,1,0.7319538056891488
9033,5907,Eastern and South-Eastern Asia,Upper Middle,2,0,1,1.6757142591049037
7274,10435,Eastern and South-Eastern Asia,Upper Middle,2,0,2,3.149001648654126
10043,9305,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.6210734183361495
10129,10163,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.9646242409337547
9359,7978,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.48206187722037613
9503,9279,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.3139782198011251
9513,8103,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.7642580601063823
9611,9401,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.5455583073791391
9617,8163,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.8642704966433687
9733,9217,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.7069868770251536
9805,11575,Eastern and South-Eastern Asia,Upper Middle,2,1,0,1.9929383100169358
9839,10221,Eastern and South-Eastern Asia,Upper Middle,2,1,0,1.0161911690788856
9935,10719,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.5643553885254547
9999,9469,Eastern and South-Eastern Asia,Upper Middle,2,1,0,0.8413826026559665
10075,6298,Eastern and South-Eastern Asia,Upper Middle,2,1,1,3.0758113306222903
10239,11257,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.717950075509433
10249,7664,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.6778583135919549
10425,11307,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.41089344852145565
10659,7402,Eastern and South-Eastern Asia,Upper Middle,2,1,1,3.3532631590858264
10725,7512,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.7320471234104486
10757,10147,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.3917283467886453
10817,7957,Eastern and South-Eastern Asia,Upper Middle,2,1,1,4.489848092567578
11021,11263,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.5199954599440412
11039,11247,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.5056518573620955
11043,10971,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.49747826058336275
11069,11429,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.8592366881733267
11123,10929,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.9966468713170886
11151,11033,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.5747953846407153
11547,11675,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.4881029680134228
11597,10699,Eastern and South-Eastern Asia,Upper Middle,2,1,1,1.1942485826076017
6859,10967,Eastern and South-Eastern Asia,Upper Middle,2,1,1,1.4618204104899617
6901,6619,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.7586288710286324
9231,10861,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.5065686502729042
9615,11189,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.7980682571826326
9687,10919,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.4505540528430153
9769,11437,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.6489969570531436
9867,11191,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.30467987352554166
9955,10077,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.328127344657943
9979,10123,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.35593261311321905
9983,11287,Eastern and South-Eastern Asia,Upper Middle,2,1,1,0.521830234161207
10019,10675,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.5872278318688053
10091,10865,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.3726904062808083
10115,10231,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.1931309367046854
10157,11603,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.5161756981786638
10161,8569,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.3010707374369845
10211,10285,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.7720218649053998
10227,10883,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.6368782939535442
10413,11680,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.3387720247305408
11031,10955,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.40149906896294657
11119,11645,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.7918719655945092
11237,10021,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.6448263169002628
11275,10215,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.5539472625683043
11285,8027,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.8961218974405529
11297,10151,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.49148044340035274
11329,11639,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.9143921930717176
11363,10377,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.600523025900883
11425,10781,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.5800699855327122
11501,10005,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.3089291285407168
11513,11641,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.6233860387215808
11551,8693,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.6744977997587278
11559,10107,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.44912236407134115
11567,9061,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.75133655377738
11613,10889,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.6926261589536963
11633,11235,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.8092133436333657
5850,9941,Eastern and South-Eastern Asia,Upper Middle,2,1,2,2.7879507409280144
8341,8175,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.6402961377260145
8361,9931,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.773559493728345
8621,10011,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.7794534197278776
8695,11670,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.7341242338988684
9927,8581,Eastern and South-Eastern Asia,Upper Middle,2,1,2,0.7113232524812895
9963,11051,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.5199240844287305
9975,8605,Eastern and South-Eastern Asia,Upper Middle,2,1,2,1.4683956496568658
493,11055,Eastern and South-Eastern Asia,Upper Middle,2,2,1,0.9905874414221524
7218,6129,Eastern and South-Eastern Asia,Upper Middle,2,2,1,0.516107246867223
7242,7076,Eastern and South-Eastern Asia,Upper Middle,2,2,1,0.7778231453963066
7682,7610,Eastern and South-Eastern Asia,Upper Middle,2,2,1,0.851512671727046
6650,8440,Eastern and South-Eastern Asia,Upper Middle,2,2,2,1.8055423855586645
6800,6740,Eastern and South-Eastern Asia,Upper Middle,2,2,2,1.0664583343180263
7063,6347,Eastern and South-Eastern Asia,Upper Middle,2,2,2,0.707521334908671
7089,7540,Eastern and South-Eastern Asia,Upper Middle,2,2,2,1.0699714358413257
7264,7102,Eastern and South-Eastern Asia,Upper Middle,2,2,2,0.7828737478128359
7888,10537,Eastern and South-Eastern Asia,Upper Middle,2,2,2,1.1419808976962946
10253,10183,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.3379648274652449
8331,9175,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.584493448354639
8947,8929,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.22190351148954401
8999,9069,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.760064812974233
9051,9271,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.35541220461938156
9109,9159,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.6201797011206723
9133,9139,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.5251148244675329
9149,9683,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.604335335298198
9233,8439,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.6092644752904867
9291,9227,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.33585444392565394
9723,9101,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.23758271886469765
9725,10177,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.36298504299000145
9795,9773,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.4508406362666505
9829,9953,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.49503219481520927
9859,9043,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.5281618219725746
9959,10105,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.3738045109404302
9971,9055,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.5853831925295615
9995,10381,Eastern and South-Eastern Asia,Upper Middle,3,0,0,0.3793872136053491
10235,10069,Eastern and South-Eastern Asia,Upper Middle,3,0,1,1.1207893879308128
10573,10261,Eastern and South-Eastern Asia,Upper Middle,3,0,1,0.7219556191142034
10657,9919,Eastern and South-Eastern Asia,Upper Middle,3,0,1,0.42693711076095925
9255,9355,Eastern and South-Eastern Asia,Upper Middle,3,1,0,0.20927819016903684
9399,11349,Eastern and South-Eastern Asia,Upper Middle,3,1,0,1.3884376289639564
9739,9243,Eastern and South-Eastern Asia,Upper Middle,3,1,0,0.3778210583741029
9787,11571,Eastern and South-Eastern Asia,Upper Middle,3,1,0,1.7460638655635803
10003,11231,Eastern and South-Eastern Asia,Upper Middle,3,1,1,0.9390418762202117
10207,6330,Eastern and South-Eastern Asia,Upper Middle,3,1,1,3.506771136673304
10545,10503,Eastern and South-Eastern Asia,Upper Middle,3,1,1,0.2495506358263902
10611,7422,Eastern and South-Eastern Asia,Upper Middle,3,1,1,0.9029923241092548
10627,6634,Eastern and South-Eastern Asia,Upper Middle,3,1,1,2.360288501235932
10909,6829,Eastern and South-Eastern Asia,Upper Middle,3,1,1,1.7460582662697282
11037,10925,Eastern and South-Eastern Asia,Upper Middle,3,1,1,0.45778187847658103
11057,11473,Eastern and South-Eastern Asia,Upper Middle,3,1,1,0.5174064071663098
11077,7831,Eastern and South-Eastern Asia,Upper Middle,3,1,1,1.543131043605662
