model,outcome,term,estimate,std_error_cluster_city,ci95_low,ci95_high,t_stat,p_value,n_obs,n_cities,n_times,p_value_holm_within_model
post_dhd_memory_inversion_0p25,inversion_0p25,post_dhd_lag3_x_storage,0.002499926618341832,0.0010573247377051247,0.0004275701324397878,0.0045722831042438765,2.3643886586516545,0.018059855026904745,2403557,2769,1058,0.05417956508071424
post_dhd_memory_inversion_0p25,inversion_0p25,post_dhd_lag4_x_storage,0.0014328892176991984,0.0010859427006543008,-0.0006955584755832312,0.003561336910981628,1.3194887877931827,0.1870057560870906,2403557,2769,1058,0.1870057560870906
post_dhd_memory_inversion_0p5,inversion_0p5,z_t2m_true_night_pct_rank,0.003087215580723361,0.0004002444686202624,0.0023027364222276466,0.003871694739219075,7.713324787137534,1.2258160551334998e-14,2403557,2769,1058,1.2258160551334999e-13
post_dhd_memory_inversion_0p5,inversion_0p5,z_vpd_pct,0.0011557449177002532,0.0002664085766238033,0.0006335841075175987,0.0016779057278829077,4.338242155515457,1.4362685662674935e-05,2403557,2769,1058,0.00010053879963872454
post_dhd_memory_inversion_0p5,inversion_0p5,z_rzsm_pct,-0.006438252230428394,0.0002944530400369575,-0.007015380188900831,-0.0058611242719559566,-21.865123992675752,5.581352798257941e-106,2403557,2769,1058,6.139488078083735e-105
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag1,0.003502901625529489,0.0007417726688462405,0.0020490271945908575,0.0049567760564681205,4.722338490818126,2.331482226403428e-06,2403557,2769,1058,2.098334003763085e-05
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag2,0.00224466027262032,0.0007950514755703548,0.0006863593805024246,0.003802961164738215,2.8232892354674815,0.004753366773634444,2403557,2769,1058,0.028520200641806666
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag3,0.0020027424302061893,0.0008031041155699466,0.000428658363689094,0.003576826496723285,2.493751920054455,0.012640085293765523,2403557,2769,1058,0.06320042646882762
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag4,0.0012766934920127248,0.0008542394795488992,-0.0003976158879031176,0.002951002871928567,1.494538150691551,0.13503501811458607,2403557,2769,1058,0.5401400724583443
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag1_x_storage,0.003156499383698706,0.0007082255542369174,0.001768377297394348,0.004544621470003065,4.456912582178284,8.314848973554125e-06,2403557,2769,1058,6.6518791788433e-05
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag2_x_storage,0.0009715087209620648,0.0007341925849712142,-0.00046750874558151487,0.0024105261875056443,1.323234177038379,0.18575751360371337,2403557,2769,1058,0.5572725408111401
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag3_x_storage,0.0005384678882699471,0.0007035528500510475,-0.0008404956978301061,0.0019174314743700004,0.7653552796081738,0.44406001493968633,2403557,2769,1058,0.8881200298793727
post_dhd_memory_inversion_0p5,inversion_0p5,post_dhd_lag4_x_storage,0.0001938104124937944,0.0007689778358948532,-0.001313386145860118,0.0017010069708477066,0.25203640917460096,0.801012921527538,2403557,2769,1058,0.8881200298793727
