high_green,analysis_state,n_cities,mean_raw_day,se_raw_day,mean_raw_night,se_raw_night,mean_anom_day,se_anom_day,mean_anom_night,se_anom_night,mean_differential_decay,se_differential_decay
0,dhd,2727,0.23600098673026884,0.023540714965513562,0.4327233379041775,0.017818569020739087,-0.15402558595143725,0.005635522890209498,-0.017421344107485155,0.0045929721636862484,-0.6321051771094482,0.06880324800709683
0,extreme_dhd,2727,0.23726398414416117,0.024109956342846295,0.4504782596661113,0.018264871628278372,-0.19481460984360474,0.007384041346065719,0.0009344955952318048,0.005330778805365349,-0.6826570838398169,0.07107078572705608
0,mld,2727,0.3334380119875277,0.02211785731158228,0.3320851694782214,0.015132601234873167,-0.029977201665872612,0.005378782087773926,-0.11218111093836292,0.0033178937798449605,-0.08471580227335034,0.05493485556023085
1,dhd,2769,0.6444118979827579,0.02360613363053172,0.6459914536698924,0.018519006031509716,-0.14515389944111637,0.005054618869938886,0.04525924933588682,0.004400041399437283,-0.11699990508487872,0.059784272674540645
1,extreme_dhd,2769,0.6331204534880174,0.024062159817314382,0.6917564848655782,0.019118684996040077,-0.19318807928319995,0.006700662329958745,0.08378370723990261,0.00520400216180318,-0.2804215419683104,0.06189194050572054
1,mld,2769,0.7590022311401008,0.022716278592890226,0.4506441259013701,0.015192266795611682,-0.004357469210156196,0.004519439563077179,-0.14565435900352042,0.0033361940810296836,0.7562507214032778,0.048664050618458674
