rho_raw,rho_harmonized,n_bounded_configurations,fraction_downstream_gain,fraction_downstream_damage,fraction_boundary,minimum_standardized_gain,p05_standardized_gain,median_standardized_gain,p95_standardized_gain,maximum_standardized_gain,bounded_regime
0.78,0.64,1260,0.5761904761904761,0.4238095238095238,0.0,-0.3967560975609755,-0.2538034445640473,0.03550639402583261,0.3278274917287748,0.47592682926829255,parameter_dependent
0.78,0.65,1260,0.5944444444444444,0.40555555555555556,0.0,-0.38841463414634136,-0.23989335953910285,0.04548873361135364,0.33294091535527714,0.4798780487804877,parameter_dependent
0.78,0.66,1260,0.6238095238095238,0.3761904761904762,0.0,-0.3800731707317073,-0.22338403574093585,0.055912762794408155,0.33985986026088894,0.4838292682926828,parameter_dependent
0.78,0.67,1260,0.6452380952380953,0.3547619047619048,0.0,-0.37173170731707317,-0.2110541892636522,0.06666902707964506,0.3467788051665012,0.4877804878048779,parameter_dependent
0.78,0.68,1260,0.6714285714285714,0.32857142857142857,0.0,-0.363390243902439,-0.19649252697077252,0.07792946840288856,0.3530727642613057,0.49173170731707305,parameter_dependent
0.78,0.6900000000000001,1260,0.6880952380952381,0.3119047619047619,0.0,-0.35504878048780486,-0.18349737595710525,0.08890774389415029,0.3585921312763551,0.4956829268292682,parameter_dependent
0.78,0.7000000000000001,1260,0.7142857142857143,0.2857142857142857,0.0,-0.3467073170731707,-0.16989114658925952,0.09850485096189615,0.3647503285151116,0.4996341463414633,parameter_dependent
0.78,0.71,1260,0.7341269841269841,0.26587301587301587,0.0,-0.33836585365853666,-0.15904182611263265,0.1078548621190129,0.37059981218779325,0.5035853658536584,parameter_dependent
0.78,0.72,1260,0.7563492063492063,0.24365079365079365,0.0,-0.3300243902439025,-0.1460411371373312,0.11723947750362834,0.37662070705605954,0.5075365853658536,parameter_dependent
0.78,0.73,1260,0.780952380952381,0.21904761904761905,0.0,-0.32168292682926825,-0.13189572806386826,0.1275523459507294,0.3823125670116142,0.5114878048780487,parameter_dependent
0.78,0.74,1260,0.8015873015873016,0.1984126984126984,0.0,-0.3133414634146341,-0.12051247341752187,0.1368507855365652,0.38930802581159824,0.5154390243902438,parameter_dependent
0.78,0.75,1260,0.8182539682539682,0.18174603174603174,0.0,-0.30499999999999994,-0.10842352320775708,0.14526708910049901,0.3953480352984476,0.5193902439024389,parameter_dependent
0.78,0.76,1260,0.8412698412698413,0.15873015873015872,0.0,-0.2966585365853659,-0.09591707317073157,0.15646492271105833,0.4024088391067437,0.5233414634146341,parameter_dependent
0.78,0.77,1260,0.8571428571428571,0.14285714285714285,0.0,-0.28831707317073174,-0.08250091579428334,0.16485583230872358,0.4089649534980728,0.5272926829268292,parameter_dependent
0.78,0.78,1260,0.8714285714285714,0.12857142857142856,0.0,-0.2799756097560976,-0.07007515426429892,0.17360658312233573,0.41589753265602286,0.5312439024390243,parameter_dependent
