metric,veg_group,year,mean_frac_event,p90_frac_event,max_frac_event,mean_concurrent_exposed_population,max_concurrent_exposed_population,represented_population,n_cities,population_exposed_at_least_once,cities_exposed_at_least_once,share_represented_pop_exposed_at_least_once,period
true_failure_local_t2m_p90,high_veg,2021,0.008159038488695024,0.017863587152652474,0.040418621436304585,21335281.981828477,107387399.52689,2013762264.75494,2771,572945172.63529,633,0.28451480229967124,2021-2025
true_failure_local_t2m_p90,high_veg,2022,0.022327522633486575,0.09058101768314687,0.15337423312883436,36908565.5546263,240950337.35308,2013762264.75494,2771,843697980.8597,1318,0.4189660297176995,2021-2025
true_failure_local_t2m_p90,high_veg,2023,0.01693785009335823,0.03699025622518946,0.09166365932876218,43046480.87330609,185125665.09919,2013762264.75494,2771,864120385.5889599,1167,0.42910744764308956,2021-2025
true_failure_local_t2m_p90,high_veg,2024,0.021911725479735772,0.05196679898953446,0.07542403464453266,55942358.62790783,183842590.21742,2013762264.75494,2771,1121567366.31541,1367,0.5569512280298371,2021-2025
true_failure_local_t2m_p90,high_veg,2025,0.01774590871291168,0.06044749188018766,0.09852038975099242,27841953.423842177,132630860.56871,2013762264.75494,2771,610422398.4622099,1122,0.30312535354638487,2021-2025
true_failure_local_t2m_p90,low_veg,2003,0.005470098885575264,0.0148014440433213,0.0368231046931408,3517135.810784131,25096252.70272,756162849.15981,2770,114775363.80308,501,0.15178656810581156,2003-2008
true_failure_local_t2m_p90,low_veg,2004,0.0037513734107675408,0.010469314079422382,0.02924187725631769,3213378.4046619567,24180208.47303,756162849.15981,2770,106914427.11405,380,0.14139074305600322,2003-2008
true_failure_local_t2m_p90,low_veg,2005,0.005893894208130591,0.016064981949458483,0.029963898916967508,3731397.4654828263,21782394.09043,756162849.15981,2770,128262718.23815,536,0.1696231418677414,2003-2008
true_failure_local_t2m_p90,low_veg,2006,0.004818709778684665,0.01696750902527076,0.023104693140794223,3698610.276243478,14544761.29584,756162849.15981,2770,112276889.31278999,409,0.14848241941209284,2003-2008
true_failure_local_t2m_p90,low_veg,2007,0.004999215193847119,0.014079422382671479,0.029963898916967508,4062972.797270435,27680249.28171,756162849.15981,2770,121381588.31778,471,0.1605230783985882,2003-2008
true_failure_local_t2m_p90,low_veg,2008,0.0031627687961073617,0.009566787003610109,0.029963898916967508,2336694.0088952174,16754342.37669,756162849.15981,2770,85444327.06565,300,0.11299725602836634,2003-2008
true_failure_local_t2m_p90,low_veg,2009,0.00601946319259143,0.016425992779783394,0.0368231046931408,4582372.195828914,29753799.65647,756162849.15981,2770,156310560.27032,593,0.20671547199654186,other
true_failure_local_t2m_p90,low_veg,2010,0.010736148171401665,0.03158844765342961,0.06028880866425993,8251657.962002174,41603080.86797,756162849.15981,2770,189220502.11635,720,0.2502377660137592,other
true_failure_local_t2m_p90,low_veg,2011,0.0030607439962329307,0.010108303249097473,0.033574007220216605,2234985.0978958695,23042672.46904,756162849.15981,2770,66646962.24376,288,0.08813837167193943,other
true_failure_local_t2m_p90,low_veg,2012,0.007212368544969393,0.027436823104693142,0.037184115523465705,4126834.3285917393,21178106.07008,756162849.15981,2770,109744802.73657,530,0.14513381986236165,other
true_failure_local_t2m_p90,low_veg,2013,0.006521739130434782,0.027617328519855596,0.035018050541516244,3896406.81536,18120506.58484,756162849.15981,2770,99005770.48632,494,0.1309318099881892,other
true_failure_local_t2m_p90,low_veg,2014,0.007165280175796579,0.016425992779783394,0.05703971119133574,4181678.0688247825,27832412.56942,756162849.15981,2770,133273815.10568,621,0.17625014936103198,other
true_failure_local_t2m_p90,low_veg,2015,0.007589075498351907,0.0184115523465704,0.03754512635379061,5668850.533444348,30402322.41487,756162849.15981,2770,174800339.16041,649,0.2311675842771629,2015-2020
