region,scenario,n_events,observed_predicted_excess_raw,counterfactual_predicted_excess_raw,attributable_reduction_raw,attributable_share_of_predicted_excess,observed_mean_excess_failure_raw,observed_sd_excess_failure_raw,reduction_raw_q05,reduction_raw_q50,reduction_raw_q95,share_q05,share_q50,share_q95
Eastern and South-Eastern Asia,reset_soil_memory,25,0.0525586430891377,0.038738212947216494,0.013820430141921206,0.26295256744893925,0.0525586430891375,0.025927579481299555,0.00035608405771229534,0.012575309422583194,0.026237167889698428,0.007594339519401697,0.24263157145069963,0.4896074946288792
Eastern and South-Eastern Asia,reset_dry_air_buildup,25,0.0525586430891377,0.06272289891059331,-0.010164255821455609,-0.1933888552681501,0.0525586430891375,0.025927579481299555,-0.022517196556772506,-0.008906190599678555,0.0002446415299071018,-0.4128609016486032,-0.17058305785718653,0.00510793713709888
Eastern and South-Eastern Asia,reset_hotter_true_night,25,0.0525586430891377,0.04810869133955072,0.004449951749586976,0.0846664123736986,0.0525586430891375,0.025927579481299555,-0.0009723545278817793,0.003885745794642726,0.009295904859677462,-0.017890982690293364,0.07546580723995677,0.17211252555046347
Eastern and South-Eastern Asia,reset_all_three,25,0.0525586430891377,0.044452517019085126,0.008106126070052573,0.15423012455448773,0.0525586430891375,0.025927579481299555,-0.0008614962222164206,0.007367787782528286,0.015435757445280491,-0.019336196124500625,0.13505134016966883,0.2859841691393691
Europe,reset_soil_memory,17,0.05232767953807287,0.04983733980521614,0.0024903397328567348,0.04759125103273114,0.052327679538072894,0.012445378509585115,-0.003969613312164355,0.002449286698881975,0.012216472599054349,-0.07956780251072304,0.04751905813869789,0.23196839749745612
Europe,reset_dry_air_buildup,17,0.05232767953807287,0.049392774156583795,0.002934905381489078,0.05608705387659475,0.052327679538072894,0.012445378509585115,-0.006577119181835526,0.0032320817273178357,0.010555385493532335,-0.12778744656167038,0.06282269292986811,0.19542502694919733
Europe,reset_hotter_true_night,17,0.05232767953807287,0.05518132505919681,-0.0028536455211239375,-0.054534149924375414,0.052327679538072894,0.012445378509585115,-0.007253184158151594,-0.0021269435676392542,0.002677146878558411,-0.14004063428355926,-0.04080566510532725,0.05187213241834175
Europe,reset_all_three,17,0.05232767953807287,0.049756079944851,0.002571599593221875,0.04914415498495048,0.052327679538072894,0.012445378509585115,-0.003596994991222041,0.003042849102828874,0.011962357471381342,-0.07368280385947357,0.0576254159248237,0.22205046837074646
