state,dT_night_anom_mean,tb_night_anom_mean,tv_night_anom_mean,n_rows,n_cities
DHD,-0.045178553210806556,0.7421130273347907,0.672261065735494,155690,2769
extreme_DHD,-0.05918283454058987,1.1062484451962387,1.0323705986365417,121888,2769
moist_low_demand,0.048019983602254665,-0.7170289091999013,-0.6536894045148505,454111,2769
