state,dT_day_anom_mean,tv_day_anom_mean,tb_day_anom_mean,n_rows,n_cities
DHD,0.005603746601290699,1.4546388200278983,1.482364688547707,155690,2769
extreme_DHD,0.012100216420353816,2.071596043420218,2.0807256746662506,121888,2769
moist_low_demand,0.004885259003602951,-1.4116243152023922,-1.4453876310077098,454111,2769
