uc_id,day_valid_frac_core,day_valid_frac_ring10_20,night_valid_frac_core,night_valid_frac_ring10_20,retain_day_fullperiod,retain_night_fullperiod,retain_either_fullperiod
9115,0.8024574669187146,0.9659735349716446,0.8582230623818525,0.9735349716446124,True,True,True
9118,0.6124763705103969,0.7325141776937618,0.6568998109640832,0.7996219281663516,True,True,True
912,0.9933837429111532,0.996219281663516,0.9933837429111532,0.998109640831758,True,True,True
9125,0.6323251417769377,0.8638941398865785,0.6294896030245747,0.8667296786389413,True,True,True
9127,0.6257088846880907,0.8119092627599244,0.6313799621928167,0.8175803402646503,True,True,True
9129,0.5321361058601134,0.8922495274102079,0.558601134215501,0.9130434782608695,True,True,True
9131,0.8308128544423441,0.9092627599243857,0.8119092627599244,0.9007561436672968,True,True,True
9132,0.7570888468809074,0.6616257088846881,0.7391304347826086,0.6446124763705104,True,True,True
9133,0.8657844990548205,0.9688090737240076,0.8903591682419659,0.9782608695652174,True,True,True
9135,0.5425330812854442,0.7863894139886578,0.5623818525519849,0.8005671077504726,True,True,True
9137,0.7599243856332704,0.9395085066162571,0.777882797731569,0.9574669187145558,True,True,True
9139,0.8875236294896031,0.9536862003780718,0.9054820415879017,0.9640831758034026,True,True,True
914,0.9064272211720227,0.9725897920604915,0.9366729678638941,0.9914933837429112,True,True,True
9141,0.774102079395085,0.8771266540642723,0.7967863894139886,0.888468809073724,True,True,True
9145,0.45746691871455575,0.4952741020793951,0.45935727788279773,0.497164461247637,False,False,False
9147,0.8052930056710775,0.9650283553875236,0.8421550094517959,0.9829867674858223,True,True,True
9148,0.6257088846880907,0.775047258979206,0.6162570888468809,0.7391304347826086,True,True,True
9149,0.774102079395085,0.9706994328922496,0.7901701323251418,0.9801512287334594,True,True,True
915,0.9612476370510397,0.9886578449905482,0.8279773156899811,0.8979206049149339,True,True,True
9150,0.8809073724007561,0.9291115311909263,0.6455576559546313,0.7126654064272212,True,True,True
9159,0.8610586011342155,0.9536862003780718,0.8960302457466919,0.9669187145557656,True,True,True
916,0.9612476370510397,0.9763705103969754,0.7722117202268431,0.7608695652173914,True,True,True
9163,0.7344045368620038,0.9017013232514177,0.777882797731569,0.9338374291115312,True,True,True
9165,0.8638941398865785,0.944234404536862,0.8856332703213611,0.9621928166351607,True,True,True
9167,0.45179584120982985,0.9877126654064272,0.44612476370510395,0.9754253308128544,False,False,False
9168,0.9045368620037807,0.8856332703213611,0.6597353497164461,0.6824196597353497,True,True,True
9169,0.5415879017013232,0.6767485822306238,0.5330812854442344,0.6805293005671077,True,True,True
917,0.9262759924385633,0.9536862003780718,0.6635160680529301,0.7079395085066162,True,True,True
9174,0.834593572778828,0.7731568998109641,0.7410207939508506,0.7126654064272212,True,True,True
9175,0.5368620037807184,0.6899810964083176,0.5434782608695652,0.6984877126654064,True,True,True
9177,0.6644612476370511,0.9310018903591682,0.6361058601134215,0.941398865784499,True,True,True
918,0.9347826086956522,0.8979206049149339,0.666351606805293,0.7164461247637051,True,True,True
9181,0.666351606805293,0.8610586011342155,0.6767485822306238,0.8780718336483931,True,True,True
9183,0.497164461247637,0.9914933837429112,0.4886578449905482,0.9896030245746692,False,False,False
9189,0.6616257088846881,0.8137996219281664,0.6691871455576559,0.8213610586011342,True,True,True
9191,0.9187145557655955,0.9621928166351607,0.944234404536862,0.9754253308128544,True,True,True
9193,0.6304347826086957,0.7977315689981096,0.6294896030245747,0.8024574669187146,True,True,True
9195,0.8582230623818525,0.9584120982986768,0.8998109640831758,0.9801512287334594,True,True,True
9197,0.5973534971644613,0.9896030245746692,0.5689981096408318,0.9905482041587902,True,True,True
9199,0.7438563327032136,0.8865784499054821,0.7901701323251418,0.9158790170132325,True,True,True
9201,0.833648393194707,0.9499054820415879,0.8752362948960303,0.9839319470699432,True,True,True
9205,0.7523629489603024,0.9546313799621928,0.7542533081285444,0.9650283553875236,True,True,True
9207,0.6899810964083176,0.9328922495274102,0.717391304347826,0.9584120982986768,True,True,True
9209,0.7655954631379962,0.9517958412098299,0.8090737240075614,0.9716446124763705,True,True,True
9210,0.7410207939508506,0.9149338374291115,0.5245746691871456,0.6748582230623819,True,True,True
9211,0.7911153119092628,0.9631379962192816,0.7920604914933838,0.9810964083175804,True,True,True
9213,0.8213610586011342,0.9574669187145558,0.8780718336483931,0.9829867674858223,True,True,True
9215,0.6408317580340265,0.9867674858223062,0.6436672967863895,0.9896030245746692,True,True,True
9217,0.8648393194706995,0.9716446124763705,0.9092627599243857,0.9848771266540642,True,True,True
9221,0.7003780718336484,0.8790170132325141,0.724007561436673,0.8931947069943289,True,True,True
9223,0.8487712665406427,0.9092627599243857,0.8686200378071833,0.9319470699432892,True,True,True
9225,0.5378071833648393,0.7495274102079396,0.5472589792060492,0.7580340264650284,True,True,True
9227,0.7637051039697542,0.9565217391304348,0.7618147448015122,0.9650283553875236,True,True,True
9229,0.7277882797731569,0.8818525519848771,0.7353497164461248,0.888468809073724,True,True,True
9230,0.9281663516068053,0.9328922495274102,0.72117202268431,0.724007561436673,True,True,True
9231,0.8478260869565217,0.9083175803402647,0.833648393194707,0.9215500945179584,True,True,True
9233,0.8468809073724007,0.9640831758034026,0.8553875236294896,0.9706994328922496,True,True,True
9237,0.8809073724007561,0.9149338374291115,0.8998109640831758,0.9480151228733459,True,True,True
9239,0.7580340264650284,0.9536862003780718,0.8043478260869565,0.9820415879017014,True,True,True
9241,0.8525519848771267,0.9546313799621928,0.8960302457466919,0.9848771266540642,True,True,True
9243,0.8506616257088847,0.9669187145557656,0.8846880907372401,0.9773156899810964,True,True,True
9244,0.9045368620037807,0.7627599243856332,0.9017013232514177,0.8780718336483931,True,True,True
9245,0.8289224952741021,0.9536862003780718,0.8761814744801513,0.9706994328922496,True,True,True
925,0.9603024574669187,0.8601134215500945,0.9206049149338374,0.8544423440453687,True,True,True
9251,0.5784499054820416,0.6502835538752363,0.5803402646502835,0.6465028355387523,True,True,True
9253,0.42060491493383745,0.4763705103969754,0.42438563327032136,0.4773156899810964,False,False,False
9255,0.8516068052930057,0.9499054820415879,0.8837429111531191,0.9735349716446124,True,True,True
9261,0.444234404536862,0.503780718336484,0.44706994328922495,0.5085066162570888,False,False,False
9263,0.4763705103969754,0.6389413988657845,0.47542533081285443,0.6408317580340265,False,False,False
9267,0.4792060491493384,0.6039697542533081,0.4792060491493384,0.6068052930056711,False,False,False
9269,0.724007561436673,0.9291115311909263,0.7523629489603024,0.9688090737240076,True,True,True
9271,0.6691871455576559,0.8761814744801513,0.6871455576559546,0.889413988657845,True,True,True
9277,0.9073724007561437,0.9782608695652174,0.941398865784499,0.9914933837429112,True,True,True
9278,0.8799621928166351,0.9272211720226843,0.6408317580340265,0.7079395085066162,True,True,True
9279,0.7268431001890359,0.9139886578449905,0.7570888468809074,0.9489603024574669,True,True,True
928,0.725897920604915,0.996219281663516,0.724007561436673,0.9914933837429112,True,True,True
9281,0.6871455576559546,0.8525519848771267,0.6965973534971645,0.8601134215500945,True,True,True
9282,0.6625708884688091,0.7533081285444234,0.7060491493383743,0.7637051039697542,True,True,True
9287,0.44801512287334594,0.6323251417769377,0.44139886578449905,0.6323251417769377,False,False,False
9289,0.8005671077504726,0.9404536862003781,0.8657844990548205,0.9735349716446124,True,True,True
9290,0.6625708884688091,0.7268431001890359,0.5897920604914934,0.6493383742911153,True,True,True
9291,0.8676748582230623,0.9716446124763705,0.8714555765595463,0.9839319470699432,True,True,True
9294,0.6039697542533081,0.8081285444234405,0.5992438563327032,0.7958412098298677,True,True,True
9295,0.4886578449905482,0.6455576559546313,0.4933837429111531,0.6474480151228733,False,False,False
9298,0.9659735349716446,0.9555765595463138,0.7457466918714556,0.7608695652173914,True,True,True
93,0.7013232514177694,0.8922495274102079,0.7060491493383743,0.9064272211720227,True,True,True
930,0.9858223062381852,0.9848771266540642,0.9858223062381852,0.9848771266540642,True,True,True
9303,0.7485822306238186,0.888468809073724,0.7901701323251418,0.9073724007561437,True,True,True
9305,0.6918714555765595,0.9111531190926276,0.7117202268431002,0.9291115311909263,True,True,True
9307,0.7353497164461248,0.8875236294896031,0.7722117202268431,0.9120982986767486,True,True,True
9309,0.8166351606805293,0.9120982986767486,0.8875236294896031,0.9631379962192816,True,True,True
931,0.9820415879017014,0.9896030245746692,0.996219281663516,0.997164461247637,True,True,True
9313,0.554820415879017,0.9697542533081286,0.5500945179584121,0.9735349716446124,True,True,True
9315,0.389413988657845,0.8969754253308129,0.3724007561436673,0.9026465028355387,False,False,False
9317,0.723062381852552,0.9499054820415879,0.7306238185255198,0.9706994328922496,True,True,True
