veg_group,n_cities,represented_population,p_hot_dhd_mean,p_hot_dhd_median,p_hot_dhd_pop_weighted_mean,p_hot_mld_mean,p_hot_mld_median,p_hot_mld_pop_weighted_mean,hot_reliability_loss_dhd_minus_mld_mean,hot_reliability_loss_dhd_minus_mld_median,hot_reliability_loss_dhd_minus_mld_pop_weighted_mean,p_core_warmer_dhd_mean,p_core_warmer_dhd_median,p_core_warmer_dhd_pop_weighted_mean,p_core_warmer_mld_mean,p_core_warmer_mld_median,p_core_warmer_mld_pop_weighted_mean,core_warmer_reliability_loss_dhd_minus_mld_mean,core_warmer_reliability_loss_dhd_minus_mld_median,core_warmer_reliability_loss_dhd_minus_mld_pop_weighted_mean,p_compound_failure_dhd_mean,p_compound_failure_dhd_median,p_compound_failure_dhd_pop_weighted_mean,p_compound_failure_mld_mean,p_compound_failure_mld_median,p_compound_failure_mld_pop_weighted_mean,compound_failure_loss_dhd_minus_mld_mean,compound_failure_loss_dhd_minus_mld_median,compound_failure_loss_dhd_minus_mld_pop_weighted_mean,p_failure_given_hot_dhd_mean,p_failure_given_hot_dhd_median,p_failure_given_hot_dhd_pop_weighted_mean,mean_gradient_dhd_mean,mean_gradient_dhd_median,mean_gradient_dhd_pop_weighted_mean,mean_gradient_mld_mean,mean_gradient_mld_median,mean_gradient_mld_pop_weighted_mean,gradient_shift_dhd_minus_mld_mean,gradient_shift_dhd_minus_mld_median,gradient_shift_dhd_minus_mld_pop_weighted_mean
high_veg,2771,2013762264.75494,0.228750270308053,0.2236842105263158,0.21873505574259663,0.04563914025245812,0.03977272727272727,0.04645179407790747,0.18311113005559487,0.18023809523809523,0.17228326166468919,0.5234390710273873,0.5339805825242718,0.5748499450428045,0.39745512251696263,0.3988439306358382,0.3807197546973927,0.12598394851042466,0.1294899425287356,0.19413019034541182,0.11723659684445316,0.11016949152542373,0.12312618910711554,0.019020536843964965,0.015544041450777202,0.01952053506045906,0.0982160600004882,0.09051881622214103,0.10360565404665648,0.511532883417983,0.5185185185185185,0.5577948540663489,0.062382080284740266,0.0514271801977524,0.14316972091127125,-0.1456543590035204,-0.135348963184401,-0.18140256522314216,0.20803643928826068,0.17368601232436492,0.3245722861344134
low_veg,2770,756162849.1598101,0.2058153678737067,0.2037037037037037,0.19553174099011247,0.04959721547136062,0.04430379746835443,0.05078669774147767,0.1562181524023461,0.15275510778409412,0.1447450432486348,0.47260472800819614,0.47058823529411764,0.49866621699079056,0.3905519024832436,0.39344262295081966,0.38480118129471935,0.08205282552495258,0.08614127912373526,0.11386503569607105,0.09443174277836738,0.08571428571428572,0.09163364778152143,0.020392393607868712,0.017045454545454544,0.020005956090192307,0.07403934917049866,0.06625811858369998,0.07162769169132911,0.455218238136111,0.4444444444444444,0.45235794743182767,-0.010082267001032343,-0.003692411874660419,0.03550716670461931,-0.1121811109383629,-0.10104867541240373,-0.11849622708410884,0.10209884393733054,0.09290330692887988,0.15400339378872815
